Review,Sentiment,OriginalReview
"Tôi gặp sự cố khi thanh toán chuyển khoản, máy không in được hóa đơn. Cửa hàng không những không hoàn tiền mà còn yêu cầu tôi chuyển thêm tiền và hứa sẽ hoàn lại sau. Tuy nhiên, đến nay đã một tuần, tôi vẫn chưa nhận được tiền hoàn trả và không thể liên hệ được với cửa hàng.",0,"thanh toán chuyển khoản xong, máy báo lỗi không ra hoá đơn cửa hàng không hoàn tiền mà bảo chuyển khoản thêm lần nữa rồi nói sẽ hoàn tiền sau, và đến hnay là 1 tuần chưa hoàn tiền cho số đt nhưng gọi không bắt máy"
"Khi tôi thanh toán bằng chuyển khoản, máy gặp lỗi và không thể xuất hóa đơn. Cửa hàng đã không hoàn lại tiền cho tôi, thay vào đó họ yêu cầu tôi chuyển khoản thêm một lần nữa và nói sẽ hoàn lại sau. Đã một tuần trôi qua nhưng tôi vẫn chưa nhận được tiền hoàn lại và không thể liên lạc được với họ.",0,"thanh toán chuyển khoản xong, máy báo lỗi không ra hoá đơn cửa hàng không hoàn tiền mà bảo chuyển khoản thêm lần nữa rồi nói sẽ hoàn tiền sau, và đến hnay là 1 tuần chưa hoàn tiền cho số đt nhưng gọi không bắt máy"
"Tôi đã thanh toán chuyển khoản thành công, nhưng máy lại báo lỗi và không in được hóa đơn. Cửa hàng từ chối hoàn tiền và yêu cầu tôi chuyển khoản thêm một lần nữa, hứa hẹn sẽ hoàn lại tiền sau. Đã một tuần trôi qua, tôi vẫn chưa nhận được tiền hoàn lại và không thể liên lạc được với cửa hàng qua số điện thoại đã cung cấp.",0,"thanh toán chuyển khoản xong, máy báo lỗi không ra hoá đơn cửa hàng không hoàn tiền mà bảo chuyển khoản thêm lần nữa rồi nói sẽ hoàn tiền sau, và đến hnay là 1 tuần chưa hoàn tiền cho số đt nhưng gọi không bắt máy"
"Máy báo lỗi không in hóa đơn sau khi tôi chuyển khoản thanh toán. Cửa hàng không hoàn tiền mà yêu cầu tôi chuyển khoản thêm lần nữa và hứa sẽ hoàn lại sau. Đến nay đã 1 tuần, tôi vẫn chưa nhận được tiền hoàn lại vào số điện thoại của mình và họ không trả lời cuộc gọi.",0,"thanh toán chuyển khoản xong, máy báo lỗi không ra hoá đơn cửa hàng không hoàn tiền mà bảo chuyển khoản thêm lần nữa rồi nói sẽ hoàn tiền sau, và đến hnay là 1 tuần chưa hoàn tiền cho số đt nhưng gọi không bắt máy"
quá tệ,0,quá tệ
quá tệ,0,quá tệ
quá tệ,0,quá tệ
quá tệ,0,quá tệ
quá tệ,0,quá tệ
quá tệ,0,quá tệ
"Thực đơn cơm của McDonald's ở Việt Nam không ngon. Cơm không đủ chất lượng, không thơm ngon dù là loại gạo rời. Nếu bạn chọn thực đơn cơm, nước sốt là nước mắm tỏi. Hãy thay bằng nước sốt thịt nướng. Lý do điểm thấp là vì điều này thật tệ, thà ra ngoài đường ở Hà Nội đến một quán ăn khác còn hơn.",0,"thực đơn gạo của mcdonald, việt nam, không ngon. gạo không đủ tốt để để gạo nó không phải vì nó là một loại gạo bay nếu bạn ăn menu gạo, nước sốt là nước mắm tỏi vui lòng sử dụng nước sốt thịt nướng lý do điểm số thấp là đây là điên rồ hơn đường phố của hà nội đến một cửa hàng khác aa"
"Tôi không thích thực đơn cơm của McDonald's Việt Nam. Cơm dở tệ. Loại gạo rời này không đạt yêu cầu. Nước mắm tỏi ăn kèm cũng không hợp. Nước sốt thịt nướng sẽ ngon hơn nhiều. Thật thất vọng, thà ăn ở quán vỉa hè Hà Nội còn hơn.",0,"thực đơn gạo của mcdonald, việt nam, không ngon. gạo không đủ tốt để để gạo nó không phải vì nó là một loại gạo bay nếu bạn ăn menu gạo, nước sốt là nước mắm tỏi vui lòng sử dụng nước sốt thịt nướng lý do điểm số thấp là đây là điên rồ hơn đường phố của hà nội đến một cửa hàng khác aa"
"Thực đơn cơm tại McDonald's Việt Nam quá tệ. Cơm không ngon, loại gạo tẻ rời này không chấp nhận được. Nước mắm tỏi thì không hợp chút nào, nên dùng sốt thịt nướng thì hơn. Đây là lý do tôi cho điểm thấp, thà ăn ở quán ăn ven đường Hà Nội còn hơn.",0,"thực đơn gạo của mcdonald, việt nam, không ngon. gạo không đủ tốt để để gạo nó không phải vì nó là một loại gạo bay nếu bạn ăn menu gạo, nước sốt là nước mắm tỏi vui lòng sử dụng nước sốt thịt nướng lý do điểm số thấp là đây là điên rồ hơn đường phố của hà nội đến một cửa hàng khác aa"
"Tôi thất vọng về thực đơn cơm của McDonald's tại Việt Nam. Cơm dở, không đủ ngon, lại còn là loại gạo rời. Nước mắm tỏi không phải là lựa chọn phù hợp, nước sốt thịt nướng sẽ ngon hơn. Thật tệ, thà ăn ở ngoài đường phố Hà Nội còn hơn.",0,"thực đơn gạo của mcdonald, việt nam, không ngon. gạo không đủ tốt để để gạo nó không phải vì nó là một loại gạo bay nếu bạn ăn menu gạo, nước sốt là nước mắm tỏi vui lòng sử dụng nước sốt thịt nướng lý do điểm số thấp là đây là điên rồ hơn đường phố của hà nội đến một cửa hàng khác aa"
"McDonald's Việt Nam có thực đơn cơm rất tệ. Gạo không ngon, lại là loại gạo rời. Nước mắm tỏi ăn kèm không hợp lý, nên thay bằng nước sốt thịt nướng. Vì điều này mà tôi đánh giá rất thấp, thà ăn ở quán vỉa hè Hà Nội còn hơn.",0,"thực đơn gạo của mcdonald, việt nam, không ngon. gạo không đủ tốt để để gạo nó không phải vì nó là một loại gạo bay nếu bạn ăn menu gạo, nước sốt là nước mắm tỏi vui lòng sử dụng nước sốt thịt nướng lý do điểm số thấp là đây là điên rồ hơn đường phố của hà nội đến một cửa hàng khác aa"
"Không nên chọn thực đơn cơm của McDonald's Việt Nam. Cơm không ngon, loại gạo rời này quá tệ. Nước mắm tỏi cũng dở, nên thay bằng nước sốt thịt nướng. Thà ăn ở ngoài đường phố Hà Nội còn hơn là ăn ở đây.",0,"thực đơn gạo của mcdonald, việt nam, không ngon. gạo không đủ tốt để để gạo nó không phải vì nó là một loại gạo bay nếu bạn ăn menu gạo, nước sốt là nước mắm tỏi vui lòng sử dụng nước sốt thịt nướng lý do điểm số thấp là đây là điên rồ hơn đường phố của hà nội đến một cửa hàng khác aa"
thức ăn ngon nhưng gián đang chuyển vùng. không chắc chắn nếu họ thậm chí có mặt trong nhà bếp. ai biết được thức ăn là vệ sinh..,0,thức ăn ngon nhưng gián đang chuyển vùng. không chắc chắn nếu họ thậm chí có mặt trong nhà bếp. ai biết được thức ăn là vệ sinh.
thức ăn ngon nhưng có gián. không chắc chắn nếu họ thậm chí có mặt trong nhà bếp. ai biết được thức ăn là vệ sinh..,0,thức ăn ngon nhưng gián đang chuyển vùng. không chắc chắn nếu họ thậm chí có mặt trong nhà bếp. ai biết được thức ăn là vệ sinh.
mặc dù thức ăn ngon nhưng có gián ở khắp mọi nơi. không chắc chắn về độ sạch sẽ của nhà bếp. ai biết được liệu thức ăn có vệ sinh hay không..,0,thức ăn ngon nhưng gián đang chuyển vùng. không chắc chắn nếu họ thậm chí có mặt trong nhà bếp. ai biết được thức ăn là vệ sinh.
thức ăn ngon nhưng tôi lại thấy gián. tôi không chắc chắn liệu họ có ở trong nhà bếp hay không. ai biết được thức ăn có vệ sinh hay không..,0,thức ăn ngon nhưng gián đang chuyển vùng. không chắc chắn nếu họ thậm chí có mặt trong nhà bếp. ai biết được thức ăn là vệ sinh.
"thức ăn ngon, nhưng tôi đã thấy gián bò quanh. tôi không biết liệu nhà bếp có sạch sẽ không. ai biết được thức ăn có vệ sinh hay không..",0,thức ăn ngon nhưng gián đang chuyển vùng. không chắc chắn nếu họ thậm chí có mặt trong nhà bếp. ai biết được thức ăn là vệ sinh.
"thức ăn ngon, nhưng gián là một vấn đề. tôi không chắc chắn về độ sạch sẽ của nhà bếp, vì vậy tôi không biết liệu thức ăn có vệ sinh hay không..",0,thức ăn ngon nhưng gián đang chuyển vùng. không chắc chắn nếu họ thậm chí có mặt trong nhà bếp. ai biết được thức ăn là vệ sinh.
Tôi thất vọng khi không có lựa chọn ăn chay nào.,0,không có tùy chọn veg nào ở đó
"Không có món ăn chay nào, điều này thật đáng tiếc.",0,không có tùy chọn veg nào ở đó
Nếu có nhiều món chay hơn thì sẽ rất tuyệt.,0,không có tùy chọn veg nào ở đó
Tôi ước gì có nhiều lựa chọn ăn chay hơn.,0,không có tùy chọn veg nào ở đó
Tôi đã thất vọng vì không tìm thấy bất kỳ lựa chọn ăn chay nào.,0,không có tùy chọn veg nào ở đó
Ít lựa chọn ăn chay.,0,không có tùy chọn veg nào ở đó
"Thời gian quán chuẩn bị đồ cho tài xế quá chậm. Gọi điện lên tổng đài thì được bảo chờ mang đồ ra, nhưng đợi mãi 15-20 phút vẫn không thấy đâu. Cuối cùng phải có một tài xế trông xe, một tài xế vào lấy đồ. Tóm lại là rất tệ.",0,"quán làm đơn cho xế rất lâu. gọi tổng đài , tổng đài bảo đợi đồ mang ra. đợi 1520p chưa thấy đâu. phải 1 xế trông xe 1 xế vào lấy. nói chung là tệ"
"Quán làm đồ cho shipper quá chậm, gọi tổng đài thì bảo đợi nhưng 15-20 phút không thấy đâu, phải 1 người trông xe 1 người vào lấy, rất tệ",0,"quán làm đơn cho xế rất lâu. gọi tổng đài , tổng đài bảo đợi đồ mang ra. đợi 1520p chưa thấy đâu. phải 1 xế trông xe 1 xế vào lấy. nói chung là tệ"
"Tôi phải chờ đợi rất lâu để quán chuẩn bị đồ cho tài xế giao hàng. Liên hệ tổng đài thì họ nói cứ đợi người mang ra, nhưng đợi 15-20 phút vẫn không thấy đâu. Cuối cùng, một tài xế phải ở ngoài trông xe, còn một người phải vào tận quán lấy. Nhìn chung, trải nghiệm này rất tệ.",0,"quán làm đơn cho xế rất lâu. gọi tổng đài , tổng đài bảo đợi đồ mang ra. đợi 1520p chưa thấy đâu. phải 1 xế trông xe 1 xế vào lấy. nói chung là tệ"
"Thời gian chờ đợi món ăn ở quán quá lâu. Liên hệ với tổng đài thì được thông báo chờ đợi. Tuy nhiên, sau 15-20 phút vẫn không thấy ai mang ra. Cuối cùng, một bạn phải ở ngoài trông xe và một bạn phải vào trong để lấy. Rất không hài lòng về điều này.",0,"quán làm đơn cho xế rất lâu. gọi tổng đài , tổng đài bảo đợi đồ mang ra. đợi 1520p chưa thấy đâu. phải 1 xế trông xe 1 xế vào lấy. nói chung là tệ"
"Quán chuẩn bị đồ cho tài xế giao hàng quá chậm chạp. Tôi đã gọi điện cho tổng đài và được yêu cầu đợi, nhưng sau 15-20 phút vẫn không thấy ai mang đồ ra. Cuối cùng, một tài xế phải trông xe bên ngoài, còn một người phải vào quán để nhận đồ. Trải nghiệm này thực sự rất tệ.",0,"quán làm đơn cho xế rất lâu. gọi tổng đài , tổng đài bảo đợi đồ mang ra. đợi 1520p chưa thấy đâu. phải 1 xế trông xe 1 xế vào lấy. nói chung là tệ"
"Tôi đã phải chờ rất lâu để quán hoàn thành đơn hàng cho tài xế. Khi gọi đến tổng đài, họ bảo tôi cứ đợi người mang ra. Tuy nhiên, sau 15-20 phút vẫn không thấy ai xuất hiện. Cuối cùng, một tài xế phải ở ngoài trông xe, còn người kia phải vào trong để tự lấy đồ. Nhìn chung, dịch vụ của quán rất tệ.",0,"quán làm đơn cho xế rất lâu. gọi tổng đài , tổng đài bảo đợi đồ mang ra. đợi 1520p chưa thấy đâu. phải 1 xế trông xe 1 xế vào lấy. nói chung là tệ"
thái độ nhân viên tệ. gọi tổng đài bảo xế đợi ở ngoài. đợi 1520p gọi cho quán quán vẫn bảo đợi. nói chung là tệ.,0,thái độ nhân viên tệ. gọi tổng đài bảo xế đợi ở ngoài. đợi 1520p gọi cho quán quán vẫn bảo đợi. nói chung là tệ
thái độ nhân viên rất tệ. gọi tổng đài bảo tài xế đợi ở ngoài. đợi 15-20 phút gọi cho quán nhưng quán vẫn bảo đợi. tóm lại là rất tệ.,0,thái độ nhân viên tệ. gọi tổng đài bảo xế đợi ở ngoài. đợi 1520p gọi cho quán quán vẫn bảo đợi. nói chung là tệ
"nhân viên có thái độ phục vụ tồi tệ. tổng đài yêu cầu tài xế đợi bên ngoài. sau 15-20 phút chờ đợi, gọi lại cho quán thì vẫn nhận được yêu cầu chờ đợi. nhìn chung là trải nghiệm rất tệ.",0,thái độ nhân viên tệ. gọi tổng đài bảo xế đợi ở ngoài. đợi 1520p gọi cho quán quán vẫn bảo đợi. nói chung là tệ
"thái độ của nhân viên rất không tốt. khi gọi tổng đài, họ yêu cầu tài xế đợi bên ngoài. sau khi chờ đợi 15-20 phút và gọi lại cho quán, quán vẫn yêu cầu tiếp tục chờ đợi. nói chung là rất tệ.",0,thái độ nhân viên tệ. gọi tổng đài bảo xế đợi ở ngoài. đợi 1520p gọi cho quán quán vẫn bảo đợi. nói chung là tệ
"dịch vụ quá tệ. nhân viên không thân thiện. tổng đài bảo tài xế đợi ngoài đường. đợi mãi 15-20 phút, gọi lại quán thì quán vẫn kêu đợi tiếp. quá thất vọng!",0,thái độ nhân viên tệ. gọi tổng đài bảo xế đợi ở ngoài. đợi 1520p gọi cho quán quán vẫn bảo đợi. nói chung là tệ
"thái độ phục vụ của nhân viên quá kém. tổng đài thông báo tài xế phải chờ ở ngoài. chờ đợi 15-20 phút, gọi điện cho quán thì vẫn chỉ nhận được yêu cầu chờ đợi. Tóm lại, trải nghiệm rất tệ.",0,thái độ nhân viên tệ. gọi tổng đài bảo xế đợi ở ngoài. đợi 1520p gọi cho quán quán vẫn bảo đợi. nói chung là tệ
"Tôi không hài lòng với dịch vụ. Nhân viên thu ngân không hiểu hoặc nói được tiếng Anh, điều này không nên xảy ra ở một công ty có nhượng quyền quốc tế.",0,"dịch vụ ý tôi là nhân viên thu ngân không thể hiểu tiếng anh và nói, nó không nên xảy ra trong một nhượng quyền thương mại quốc tế"
Tôi rất thất vọng vì nhân viên thu ngân không thể giao tiếp bằng tiếng Anh. Điều này thật không chuyên nghiệp đối với một nhượng quyền thương mại toàn cầu.,0,"dịch vụ ý tôi là nhân viên thu ngân không thể hiểu tiếng anh và nói, nó không nên xảy ra trong một nhượng quyền thương mại quốc tế"
Dịch vụ này không đạt tiêu chuẩn. Việc nhân viên thu ngân không nói được tiếng Anh là không thể chấp nhận được đối với một doanh nghiệp quốc tế.,0,"dịch vụ ý tôi là nhân viên thu ngân không thể hiểu tiếng anh và nói, nó không nên xảy ra trong một nhượng quyền thương mại quốc tế"
Tôi đã có một trải nghiệm tồi tệ vì nhân viên thu ngân không hiểu tiếng Anh. Điều này thật đáng thất vọng đối với một nhượng quyền thương mại quốc tế.,0,"dịch vụ ý tôi là nhân viên thu ngân không thể hiểu tiếng anh và nói, nó không nên xảy ra trong một nhượng quyền thương mại quốc tế"
"Tôi tin rằng dịch vụ có thể được cải thiện. Nhân viên thu ngân nên nói được tiếng Anh, đặc biệt là ở một công ty có phạm vi quốc tế.",0,"dịch vụ ý tôi là nhân viên thu ngân không thể hiểu tiếng anh và nói, nó không nên xảy ra trong một nhượng quyền thương mại quốc tế"
Tôi đã rất ngạc nhiên khi nhân viên thu ngân không thể nói tiếng Anh. Đây là một vấn đề đối với một nhượng quyền thương mại quốc tế.,0,"dịch vụ ý tôi là nhân viên thu ngân không thể hiểu tiếng anh và nói, nó không nên xảy ra trong một nhượng quyền thương mại quốc tế"
"quá tệ , nhân viên thì kém",0,"quá tệ , nhân viên thì kém"
"dịch vụ quá tệ, nhân viên không tốt",0,"quá tệ , nhân viên thì kém"
"trải nghiệm tồi tệ, nhân viên rất tệ",0,"quá tệ , nhân viên thì kém"
"cực kỳ tệ, nhân viên rất tệ",0,"quá tệ , nhân viên thì kém"
"tệ hại, nhân viên rất tệ",0,"quá tệ , nhân viên thì kém"
"không tốt, nhân viên rất tệ",0,"quá tệ , nhân viên thì kém"
họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt.,0,họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt
họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt.,0,họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt
họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt.,0,họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt
họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt.,0,họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt
họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt.,0,họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt
họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt.,0,họ vẫn không biết làm thế nào để làm khoai tây chiên của mcdonald tốt
cheeseburger deluxe trông giống như một chiếc cheeseburger thông thường.,0,cheeseburger deluxe cheeseburger thông thường trông như thế nào
chiếc cheeseburger deluxe không khác gì chiếc cheeseburger bình thường.,0,cheeseburger deluxe cheeseburger thông thường trông như thế nào
cheeseburger deluxe trông giống hệt như một chiếc cheeseburger thông thường.,0,cheeseburger deluxe cheeseburger thông thường trông như thế nào
"cheeseburger deluxe không có gì đặc biệt, nó giống như một chiếc cheeseburger thông thường.",0,cheeseburger deluxe cheeseburger thông thường trông như thế nào
"cheeseburger deluxe trông giống như một chiếc cheeseburger bình thường, không có gì khác biệt.",0,cheeseburger deluxe cheeseburger thông thường trông như thế nào
cheeseburger deluxe trông giống như một chiếc cheeseburger bình thường.,0,cheeseburger deluxe cheeseburger thông thường trông như thế nào
Nơi ở này ở trong tình trạng tồi tệ với mùi hôi thối khó chịu.,0,nơi ở trong tình trạng đáng thương của mùi buồn nôn bên dưới
"Chỗ ở này thật kinh khủng, có một mùi hôi thối khủng khiếp.",0,nơi ở trong tình trạng đáng thương của mùi buồn nôn bên dưới
Địa điểm này có mùi kinh tởm và ở trong tình trạng tồi tệ.,0,nơi ở trong tình trạng đáng thương của mùi buồn nôn bên dưới
"Tôi không thể chịu đựng được mùi hôi thối ở nơi này, và điều kiện của nó rất kém.",0,nơi ở trong tình trạng đáng thương của mùi buồn nôn bên dưới
"Mùi hôi thối khủng khiếp bao trùm nơi ở này, và điều kiện của nó rất đáng lo ngại.",0,nơi ở trong tình trạng đáng thương của mùi buồn nôn bên dưới
"Điều kiện của nơi ở này thật tồi tệ, và mùi hôi thối khiến tôi buồn nôn.",0,nơi ở trong tình trạng đáng thương của mùi buồn nôn bên dưới
"Tôi đã gọi món gà và một chiếc Big Mac để mang đi, và đó là bữa ăn tệ nhất mà tôi từng ăn ở Hà Nội. Tốt nhất là bạn nên tránh đặt hàng từ chi nhánh này, đặc biệt là khi bạn mang đi.",0,"tôi đã gọi món gà và một chiếc mac lớn thông qua việc lấy thức ăn và đó là bữa ăn tồi tệ nhất mà tôi đã từng ăn ở hà nội cho đến nay. tránh đặt hàng từ chi nhánh này nếu bạn có thể, đặc biệt là thông qua lấy."
"Tôi đã đặt món gà và một chiếc Big Mac để mang đi, và đó là bữa ăn tồi tệ nhất mà tôi đã từng có ở Hà Nội. Tôi khuyên bạn không nên đặt hàng từ địa điểm này, đặc biệt nếu bạn đang mang đi.",0,"tôi đã gọi món gà và một chiếc mac lớn thông qua việc lấy thức ăn và đó là bữa ăn tồi tệ nhất mà tôi đã từng ăn ở hà nội cho đến nay. tránh đặt hàng từ chi nhánh này nếu bạn có thể, đặc biệt là thông qua lấy."
