text,label
e phục_vụ quá tệ,0
noi vui_chơi đẹp,2
"đơn đặt_hàng có_thể được thực_hiện trên màn_hình lớn ở lối vào . điều đó thật mượt_mà , nhưng bên trong được quản_lý kém và chỉ có một_vài khách_hàng , vì_vậy tôi phải chờ khá lâu . :khuôn mặt với những giọt nước mắt của niềm vui:",2
thật tốt khi có tầng hai .,2
mayo và nước sốt tỏi rất ngon,1
"điều này có nghĩa là mcdonald , chỉ là mcdonald , nhưng tất_nhiên họ đã đặt các món cơm vào thực_đơn , và cũng có đồ uống vui_nhộn",1
gà ở đây rất ngon,2
ngon . đáng tiền,1
bố_trí ô_tô chạy vòng mua hàng_không tiếp_xúc ... rất ok,1
được rồi,0
mua burger combo for 3 nhận về toàn gà . lừa_đảo thiệt,0
"thức_ăn ok , nhanh , nhân_viên phục_vụ tốt . tuy_nhiên nhân_viên order mặt rất thái_độ . hỏi và trả_lời rất khó ưa , nhìn mặt không cười nổi 1 cái với khách_hàng . bước vào cửa thì quầy order là nơi tiếp_xúc đầu_tiên đã gây mất thiện_cảm nên ăn trưa cũng không ngon nổi . cứ như tôi mắc nợ anh ta cái gì . trong lúc order rất vắng khách , chỉ có tôi thì không lý gì anh ta lại tỏ thái_độ mệt_mỏi và khinh_khỉnh như_thế . no reccommend",0
các nhân_viên lười_biếng vào ban_đêm và không được vệ_sinh,2
dịch_vụ tốt . bạn có_thể tìm một món ăn nhanh cho bữa đêm không biết ăn gì,2
đệp và ok,1
"giá_cả hợp_lý nhất , nhưng gà rán vẫn không ngon , nó có_thể là do bột mì",2
món ăn_ở mcdonald tphcm so với ở hà_nội thì bên tphcm ngon hơn và có nhiều chi_nhánh mcdonald hơn và nhân_viên tốt hơn nhưng hà_nội thì cụng khá là ngon nhưng nhân_viên và bảo_vệ hơi tệ chút . mà vị_trí dễ tìm và cũng rất đẹp .,2
dịch_vụ không tốt,0
chô ngôi không_gian qua tốt,1
các nhân_viên thật dễ_thương và mac morn cũng rất tuyệt_vời,1
tạm được ở khâu không_gian . hệ_thống order phiền_phức có cảm_giác bị lừa,2
không_khí trong quán mùi lắm .,2
"chỉ có một mcdonald ở đây ở hà_nội , vì_vậy nó quá ồn_ào và ồn_ào . xin lưu_ý rằng các em bé đến và chơi .",2
"dịch_vụ quá chậm , tôi tên nguyễn_hương giang , hôm_nay khoảng 14h ngày 22 2022 có đến mac donald hồ gươm 2 p hàng bài hoàn_kiếm hà_nội , gọi combo 179k 1 chai nước_lọc dasani , 1 sữa th true milk , 1 ngô tách hạt tổng 278k , trả tiền_mặt sau khi oder trên bảng thì được số xếp_hàng là 82 , trả tiền xong , được số 182 , nhưng tôi chờ mãi không có số 182 trên bảng trả đồ_ăn , tôi hỏi nhân_viên thì họ cau_có nhăn_nhó , bảo ... chờ , chờ đi tôi thấy rất nhiều số , người đến sau tôi , đã ăn xong , đi về , thế_thì mac donald cho_phép chen cả người sau lên người trước , đồ_ăn combo 179k thì cắt xẻo , ăn_bớt , thiếu cả khoai_tây chiên , thiếu cả 2 cốc coca co la của tôi . mac donald có camera rất nhiều , sao tôi có_thể nói_dối , nói sai được",0
"thái_độ nhân_viên dọn_dẹp cực_kì tệ , kêu khách qua chỗ gần tolet ngồi để dọn_dẹp những chỗ khác . bad experience with cleaner when she told us to have a dinner near the wc so she could clean the other place .",0
thái_độ nhân_viên không tốt khinh_thường khách_hàng nói_chuyện thiếu tôn_trọng với khách_hàng,0
nơi tốt,2
"nếu bạn không mong_đợi nó , nó rất ngon nếu bạn mong_chờ nó , bạn đang thất_vọng hahaha kem luôn bằng_phẳng haha",2
"29.05.2021 , order 3352 khoảng 21h hơn , cơm còn sống , gà mặn hơn mọi ngày . chắc do tình_hình covid ảnh_hưởng đến nhà_hàng hoặc thay đầu_bếp mới",0
gần trung_tâm thành_phố,1
không_gian rộng_rãi thương_hiệu nổi_tiếng . chỗ này thuận_tiện hẹn_hò bạn_bè cà_phê làm_việc đối_tác . đặc_biệt tuỳ quán đông nhưng không quá hồn ao như chỗ khác .,1
không có vòi xịt,0
dịch_vụ chất_lượng xấu,0
nơi tốt_đẹp cho trẻ_em thức_ăn,1
địa_điểm đẹp,1
nv phục_vụ chưa tốt,0
"tiện_lợi , nhanh_chóng nhưng hơi bẩn",1
"dịch_vụ rất kém . không có sự hỗ_trợ từ nhân_viên . sau khi đấu_tranh với các máy đặt_hàng , họ chỉ đến và yêu_cầu tôi tham_gia hàng đợi mà không có bất_kỳ sự hỗ_trợ trước nào . và tôi đã phải đợi tổng_cộng 1 giờ cho thức_ăn của mình .",0
mọi thứ đều tuyệt_vời . rất sạch_sẽ và rất ngon . có nhiều món ăn_không tồn_tại ở đức và có những món ăn miễn_phí .,1
thức_ăn tươi đáng yêu,1
mcdonalds khá giống nhau ở khắp mọi nơi . tiêu_chuẩn hợp_lý trên tất_cả tôi tin . dịch_vụ là tốt . một_số mục menu khác nhau một_chút . nhiều lựa_chọn nước sốt hơn . khu_vực nhỏ mặc_dù vậy có_thể trở_nên đông_đúc,2
tôi đã có_thể ăn chậm .,1
"mc donalds nằm ngay vòng xoay điện_biên_phủ , thuận_tiện nhất là tạt xe vào là có ngay bãi giữ xe rộng bên phải . view ở đây khá đẹp , không_gian rộng_rãi rất thoải_mái . tuy_nhiên việc đặt mua khá rườm_rà . hơi mất thời_gian , dù có sự hỗ_trợ của nhân_viên .",2
rất tốt .,1
đồ_ăn có sinh_vật lạ,0
ngon . nhưng pizza nhỏ . bánh_mì kẹp thịt thông_thường nhỏ hơn một món ăn của trẻ_em trong cả nước .,1
phục_vụ chưa nhanh_nhạy,1
tôi đã đi ăn trong cửa_hàng và lấy ra do infi vào cuối tuần .,2
chờ một thời_gian dài,2
chất_lượng nhưng nước_lèo hơi mặn so với khẩu_vị của mình .,1
"đồ_ăn cũng đc , không_gian và người bán hàng mình không thích lắm",2
"quán ok , giữ bill để free tiền giữ xe nha , có_thể chạy xe_hơi vào để order và nhận đồ_ăn như bên nước_ngoài",1
cần kiểm_tra phòng_vệ sinh mọi lúc . không sạch_sẽ,0
dịch_vụ kém để giao hàng . chờ khoảng 3 giờ và lệnh đã sai . có một thứ_tự gấp đôi thức_ăn sai . thật là một nhà_hàng tuyệt_vời,0
"quán làm đơn cho xế rất lâu . gọi tổng_đài , tổng_đài bảo đợi đồ mang ra . đợi 1520p chưa thấy đâu . phải 1 xế trông xe 1 xế vào lấy . nói_chung là tệ",0
khá cuốn_hút trẻ_em,2
việt_nam rất tốt mcdonalds,1
nơi ở trong tình_trạng đáng thương của mùi buồn_nôn bên dưới,0
mong các bạn có_thể tôn_trọng việc dùng đũa,0
"chuỗi kinh_doanh toàn_cầu trả đơn nhầm tên . có biển đề thanh_toán chống dịch nhưng không nhận tiền chuyển_khoản , không nhận thanh_toán momo , không nhận thanh_toán thẻ . nhân_viên có vui_vẻ nhưng thiếu chuyên_nghiệp",0
"khoai mặn , nv cho muối 2 lần , biết mà vẫn đem ra bán cho khách",0
không sao đâu . nhưng các nhân_viên không bao_giờ cung_cấp dịch_vụ bàn khi trả tiền tại quầy .,2
"nó chỉ có_thể được trả bằng tiền_mặt , nhưng thẻ được thanh_toán .",1
"bây_giờ là lần thứ 3 , tôi đã đặt_hàng một cái gì đó từ nơi này và nhận được một_cái gì đó ngắn với tài_xế grab . tôi trả thêm tiền cho một chiếc burger kép và chỉ nhận được 1 pattie . lần thứ 3 bây_giờ . về cơ_bản , họ nợ tôi 105k .... sẽ không sử_dụng chúng nữa",0
"定的外卖 mistook bánh_mì kẹp thịt , và didn đã đưa ra nuggets , f king order . họ đã lừa_dối theo lệnh và đặt một cái gì đó mà họ không đặt_hàng , mặc_dù theo kiểm_tra , nó là đúng . thêm vào đó , họ đã không đặt najets . tôi không khuyên bạn nên đặt_hàng một cái gì đó từ họ",0
bao_bì của bạn chỉ là sự kinh_tởm động_vật sẽ ăn thực_phẩm này bạn cần để thuê những người có_thể làm một công_việc rất đơn_giản mà doanh_nghiệp của bạn có quản_lý rất kém nếu tôi có_thể cho bạn những ngôi_sao tôi sẽ xứng_đáng với 0 sao,0
qua te,0
"tôi đặt_hàng từ mcdonalds khá thường_xuyên sử_dụng ứng_dụng . tôi khá tự_tin chi_nhánh này là một thứ lấp đầy đơn đặt_hàng của tôi . mọi thứ đều tốt ngoại_trừ khoai_tây chiên , thường đến héo và sũng nước . điều này là do khoai_tây chiên được vận_chuyển trong một túi giấy màu nâu kín , hấp chúng một_cách hiệu_quả .",2
"đối_với một nơi thức_ăn nhanh , nó là loại chậm theo quan_điểm của tôi . có_lẽ hôm_nay là một_chút đông_đúc và họ có_thể bị thiếu . đối_với việc tiếp_nhận đặt_hàng , họ đã làm_việc khá chậm , với việc đặt_hàng qua màn_hình hoặc chờ xếp_hàng . ngoài_ra , thực_phẩm là tốt cho giá của nó . tuy_nhiên , bạn vẫn có_thể nhận được một_cái gì đó khác tốt hơn nhiều hoặc thậm_chí với tỷ_lệ lớn hơn ở một nơi khác và thậm_chí cũng có_thể rẻ hơn . với điều đó đã được nói , chất_lượng thực_phẩm là tốt và phần là đủ . phê_bình lớn nhất sẽ là sự sạch_sẽ , mặc_dù . đôi_khi nó có_thể trông hơi cẩu_thả và bẩn . tôi biết rằng các nhân_viên chắc_chắn làm tốt công_việc của họ nhưng đôi_khi , hầu_hết các mớ hỗn_độn được tạo ra bởi khách_hàng chứ không phải do nhân_viên lười_biếng . nhìn_chung , một nơi tốt để lấy một bữa ăn nhanh , thậm_chí nó có_thể không đủ nhanh . sạch ở mức_độ vừa_phải và có chỗ ngồi ngoài_trời nếu bạn không thích không_khí điều_hoà_không_khí .",2
tốt,1
"quán rộng_rãi , giá đắt",2
thái_độ phục_vụ kém,0
"không ngon ,",2
"nhân_viên đào_tạo không chuyên_nghiệp bán hàng toàn giao thiếu đồ_ăn , còn thua mấy cửa tiệm tỉnh_lẻ . chắc không biết đếm số .",0
dịch_vụ ngày_càng tệ,0
không_thể được giao . buzzy và đặt_hàng đã huỷ 5 lần,0
giao hàng xuống,0
"chỗ ngồi tốt , không_gian rông rai , phục_vụ chuyên nghiêp",1
"vị_trí rất đẹp , thuận_tiện . nó nằm ở góc đường hang bai trang thi . tôi nghĩ rằng một trong những con đường đắt nhất . để được hones , tôi không thích thức_ăn nhanh , không_chỉ mc donal hay kfs .",2
bánh_mì kẹp thịt mcdonalds tồi_tệ nhất mà tôi từng có .,0
để khách chờ_đợi lâu,0
một trong những thương_hiệu đồ_ăn nhanh ngon nhất trong những cửa_hàng bán cùng loại,1
hai tầng rất bận_rộn mcdonalds . họ mang đơn đặt_hàng của bạn vào bàn của bạn và thức_ăn rất tươi và ngon và bánh_mì kẹp thịt thực_sự trông giống như những bức ảnh . và nơi này là không tì_vết nhân_viên luôn dọn_dẹp .,1
hoàn_toàn không có cùng hương_vị như ở pháp hoặc anh hoặc quốc_gia khác,0
tôi thích nhiều loại nước sốt của họ . nhưng tôi không_thể tìm thấy menu gạo ở đây,2
"tôi luôn thích mcdonald . ở đây hoặc ở mỹ hoặc các quốc_gia khác , tất_cả đều cho cùng một hương_vị .",1
"họ đang chùng xuống . dịch_vụ này không phải là dịch_vụ mcdonald của đẳng_cấp thế_giới mà tất_cả chúng_ta đều biết và yêu thích . thực_phẩm là tiêu_chuẩn mặc_dù . mà có vị giống nhau . ngoài_ra , hãy cẩn_thận để không gây sốc cho bản_thân trên phích cắm này .",2
"địa_điểm khá thuận_tiện , tuy_nhiên hơi chật",1
nơi tốt . rẻ hơn so với đối_thủ cạnh_tranh của nó .,2
"chúng_tôi đã đi xem nếu nó sẽ giống nhau ở việt_nam . chúng_tôi phát_hiện ra , nó giống_hệt nhau . chỉ lâu hơn một_chút là xếp_hàng , bởi_vì nó là một nơi phổ_biến , và một thứ nữa nước sốt tự_phục_vụ ...",2
"không có nhiều khách_hàng , nhưng nó đã xuất_hiện rất muộn",0
không hợp_khẩu vị,0
nhà_hàng phục_vụ tốt làm đồ nhanh,1
khách đông chờ xếp ha hàng lấy đồ,2
nhân_viên hời_hợt với khách_hàng . khách_hàng hỏi nhân_viên không take care thái_độ khó_chịu khi khách_hàng order,0
"ban lãnh_đạo ngày_càng tệ , chất_lượng đào_tạo nhân_viên ngày_càng kém . khuyến_mãi hời_hợt , lừa_dối khách_hàng . không nhận được khuyến_mãi khi lần đầu tải app như quảng_cáo , khuyến_mãi còn hạn nhưng tự biến mất trên app ghi là không giới_hạn người dùng nhưng nv lại nói ngược_lại . marketing tồi quá",0
"đó là macdonald , không nên đánh_giá . giống nhau mọi nơi . khi bạn đang vội_vàng hoặc đói như ...",0
mcdonalds,2
"oke , gửi xe 10k , đồ_ăn cũng vừa",1
thức_ăn ngon nhưng gián đang chuyển vùng . không chắc_chắn nếu họ thậm_chí có_mặt trong nhà_bếp . ai biết được thức_ăn là vệ_sinh .,0
khá ổn,1
thường_xuyên,2
"quán đông , ngồi cũng không sạch_sẽ vì nó quá đông . xếp_hàng rất mất thời_gian . nên cân_nhắc nếu ăn_ở đây vào cuối tuần , vì vào ăn , như đi đánh trận .",2
không_gian rộng và thoáng,1
hôm_nay con ra mcdonalds rõ là hộp happy meal được tặng zozo mà lúc nhân_viên lại phát quyền sách . lý_do hết zozo,1
"không ngon bằng kfc . vì nằm ngay vị_trí đối_diện sát hồ gươm nên quán khá đông_đúc , ngột_ngạt .",2
"dịch_vụ khách_hàng khủng_khiếp . tôi đã đến đó để đến icecream đêm qua với người phụ_nữ của tôi và đặt mua oreos icecream nhưng các nhân_viên đáng ngạc_nhiên nói rằng họ không có cốc nhựa cho nó chỉ là cốc nhựa cho icecream tiêu_chuẩn . khi tôi hỏi về điều này , họ nói đùa rằng cốc nhựa của tôi ở trong đại_dương . nhân_viên được đào_tạo kém .",0
mcdonalds điển_hình . dịch_vụ tốt là một điểm cộng,1
phù_hợp ăn nhanh,2
phong_cảnh ngôi rất đẹp phục_vụ nhanh,1
"cảm_thấy như tôi phải thử mcdonald , từ một quốc_gia mới nên tôi đã đặt_hàng một_vài món đồ , nó chắc_chắn là khủng_khiếp so với tây mcdonald . tôi không biết những gì bên trong những người việt_nam này là cốm nhưng nó chắc_chắn không phải là thịt gà",2
quán mở_cửa 247 tới đây quán đóng_cửa mà trong khi đó trên google vẫn ghi mở_cửa,0
"đồ_ăn ngon , có máy order tự_động . phục_vụ rất nhanh . nhân_viên thân_thiện tận_tình",1
"rõ_ràng không có hoa_văn , thực_phẩm là bình_thường nhưng nơi này bẩn và rất hôi_thối , tôi chưa bao_giờ đến một mc donalds hôi_thối , ngay cả ở new york trong những khu_phố tồi_tệ nhất với những người vô_gia_cư , tôi đã đến một_số mc donalds ở sài_gòn và rất sạch_sẽ liên_quan đến nhân_viên , được rồi , chỉ cần cải_thiện việc_làm sạch và mùi hôi_thối",0
thái_độ phục_vụ của nhân_viên quá tệ,0
môi_trường tốt,2
lừa_đảo chúng_tôi muốn sử_dụng các phiếu giảm_giá rất hợp_lệ của chúng_tôi và họ đã làm cho nó hoạt_động cho chúng_tôi . chúng_tôi đã tính_toán trong nhiều giờ và nỗ_lực rất nhiều vào nó . rất không chuyên_nghiệp,0
tuyệt,2
"ngày 2.4 mình có đến đây dùng_bữa , khi vừa bưng đồ_ăn lên lầu , mình có để đồ_ăn xuống , không hiểu lí_do gì , do mình khác người hay mình làm gì sai , có 1 bạn nhân_viên , cứ đi_qua_đi_lại liếc liếc nhìn mình , 3 4 lần như_vậy , làm cảm_giác nhưng mình đến ăn_làm bạn đó khó_chịu vậy , theo mình nhớ bạn nhân_viên này nhuộm tóc màu tím hay xanh tím gì đó . mong là lần sau đừng có liếc khách_hàng .",0
"đó là nơi rẻ nhất cho cà_phê nóng châu_âu không quá tệ . thực_đơn là bình_thường đối_với mcdonald châu_á . thật không may , matcha latte chứa đường và họ không_thể tách nó ra . ít_nhất họ vẫn có khoai_tây chiên không hợp_lý tốt , và thịt bò và salad . các nhân_viên lịch_sự , thân_thiện và nói tiếng anh . nơi này sạch_sẽ nhất có_thể với thói_quen của người việt_nam để tạo ra một mớ hỗn_độn , thả và để lại rất nhiều rác ở bất_kỳ quán cà_phê nào . các nhân_viên làm sạch nơi cả ngày qua . một lần , chúng_tôi đến quá muộn cho hot latte khoảng 11 giờ tối , nhân_viên đã được dọn_dẹp và đóng bộ_phận mccafe bằng máy pha cà_phê .",1
cả cửa_hàng chỉ có 1 nhà_vệ_sinh luôn trong tình_trạng kẹt . quá tệ,0
"tôi thích mcnugget của họ và họ có thực_đơn đặc_biệt cho gạo gà rán , với nhiều lựa_chọn nước sốt hơn nhưng thức_ăn nhanh chưa bao_giờ là thứ tôi thích ở hà_nội vì có rất nhiều lựa_chọn tốt hơn lành_mạnh hơn nếu bạn kiểm_tra các đường_phố quý . nhưng bạn muốn cắn một miếng ở đây , tôi khuyên bạn nên kiểm_tra lotteria , một thương_hiệu khác của hàn_quốc với món gà tuyệt_vời .",2
fastfood .,2
"dịch_vụ tốt , thức_ăn ngon",1
"đó là một nơi điên_rồ . so với số_lượng khách , phòng tắm quá chật_chội .",2
"vị_trí đắc_địa nên quá đông , món ăn cũng tương_tự kfc , lotte",0
việc lựa_chọn đồ_ăn hơi khó đồ_ăn thì tạm tạm nhưng sạch_sẽ,2
"tôi đến ăn sáng , và tầng hai đã đóng_cửa . lần đầu_tiên đến khai_mạc , nhưng lần thứ hai lúc 830",2
"tôi đặt mua , 4 cái big mac và 4 đùi gà lẻ , có hỏi trước nhân_viên bán hàng có được 4 đùi k , nhân_viên báo 2 đùi , 2 má đùi , tôi ok . vì nhà_trẻ con , đứa nào cũng đòi ăn đùi . mua về nhà mở ra 3 cái ức gà và 1 cái đùi . nếu không được thì ngay từ đầu phải nói với khách . để tôi biết tôi ăn món khác . chứ bán hàng xong rồi giao vậy khác_nào lừa_đảo khách , đã hỏi rõ_ràng hỏi_đj_hỏi lại 3 lần . lần sau không bao_giờ mua quán này nữa . quán nên coi lại cách trả_lời khách_hàng của nhân_viên . nếu không được thì nói là không được .",0
"địa_điểm cúng khá đẹp thoáng mát , đô ăn cúng ngon .",1
nhân_viên tốt và thân_thiện,1
y thuc bao ve suc khoe va phong benh covid rat tot va co trach nhiem .,1
"giống như bất_kỳ cửa_hàng mcdonald nào khác trong thành_phố , họ có thiết_kế nội_thất hoàn_hảo , bánh_mì kẹp thịt ngon nhất với thịt bò ngon ngon và dịch_vụ chuyên_nghiệp cùng với thái_độ của nhân_viên tốt_bụng . làm tốt lắm",1
ngớ_ngẩn,1
"nhân_viên rất nhiều mà toàn làm_việc riêng . không hướng_dẫn khách mua hàng chỗ nào , thanh_toán ra sao để khách đợi một lúc lâu mới có người ra hỏi ... chán cho 1 thương_hiệu toàn_cầu .",0
dịch_vụ ok . thực_phẩm tầm_thường,1
"trong trường_hợp cực_kỳ cần đối_với người phương tây , nó không bị tổn_thương",2
duy_nhất ở hà_nội,2
"tầng thứ hai luôn ẩm và không_khí xấu và mùi kỳ_lạ . do vị_trí , nó luôn_luôn đông_đúc . khách_hàng không tự vứt rác , vì_vậy họ không hiệu_quả , họ cần nhân_viên để dọn rác từ khách_hàng trước mặt họ để ngồi xuống . việc đặt_hàng và đón được tự_động_hoá nên nó trơn_tru . các nhân_viên làm_việc chăm_chỉ .",2
"thực_đơn địa_phương có sẵn . mayo và nước sốt có_thể được khai_thác trên nhà_tài_trợ , điều này cũng rất thực_tế . chất_lượng thực_phẩm không may vì_vậy lala . vì_vậy , khoai_tây chiên có vị như ấm lên từ ngày hôm trước .",2
mọi người dường_như là một nơi gặp_gỡ,0
"tất_nhiên là cực_kỳ tốn_kém , nhưng đôi_khi là chuẩn_mực",2
hãy thử tìm một nhà_hàng khác trong khu_vực hoan kiem vẫn mở sau 11 giờ thường rất đông_đúc .,1
"mcdonalds tiêu_chuẩn , hợp_lý nếu bạn bỏ lỡ một chiếc bánh hamburger giá rẻ . khi tôi đi thì trống_rỗng vì du_lịch pandemi vẫn còn bắt_đầu .",2
"không thân_thiện , chậm_chạp , không có nụ cười nhân_viên nào cả lô vàng cũng đang đi bộ xung_quanh trò_chuyện nhân_viên chạm vào điện_thoại_di_động dịch_vụ khách_hàng ở xa nhật_bản",0
không còn cho_phép đỗ xe bên ngoài cơ_sở . tất_cả các bãi đậu xe khác chỉ trả tiền và nhiều hơn một khối đi bộ từ vị_trí . sẽ không đến đây gần như nữa . nhưng đó có_lẽ là một điều tốt .,0
quá nhiều người và quá ồn,2
nhận được đơn giao hàng ở xa gọi điện đến chốt đơn đỡ mất thời_gian chờ_đợi lấy đơn thì nhân_viên từ_chối nhận đơn qua điện_thoại . phục_vụ quá kém,0
"khách đông , nóng , phục_vụ món nhanh",2
như thường_lệ ...,2
tuyệt_vời,1
"nó chỉ là một mcdonald . mcspicy rất ngon , hãy cẩn_thận",2
"quán mát_mẻ rộng_rãi , trưa ngày t6 vắng khách . ngồi 5p có 3 người bán hàng dong đến bán chả mực , vé_số . bánh_canh càng cúm có 1 cái càng bẻ sẵn 2 3 viên chả , 1 miếng đậu_hũ . chất thịt cúm khô , came giác không tươi . nước_lèo bánh_canh như nói_chuyện lèo bún mắm cảm_quan cá_nhân mình thấy không ngon .",2
hàng đợi dài . rất đông_đúc . thực_phẩm là một_chút dưới mức mong_đợi .,1
"dịch_vụ chậm , quên bánh burger của tôi theo thứ_tự mang đi , nhà_hàng bẩn_thỉu .",0
"thức_ăn ở đây ấm hơn thực_phẩm , dịch_vụ thức_ăn ngon và khoai_tây chiên , filletofish và gà nugget thực_sự tốt",1
"mcdonald , vị_trí thuận_tiện thông_thường",2
"ăn cũng ổn , là điểm mở đầu_tiên tại sg , khơi_gợi lại hương_vị xa sưa từ hồi sinh_viên nghèo hay ăn_nói chung cảm_giác bánh bé đi nhiều so với trước_kia đã ăn , lâu_lâu vào ăn cũng được",1
"nếu đây là mcdonalds , trong đó hà_nội phải có , thì đó là một nhánh quá nhỏ . và vị_trí này đầy chiều chủ_nhật chất_lượng là trung_bình đến xấu .",0
quá đông_đúc và lộn_xộn,2
mango và sữa_chua dứa chủ_nhật rất ngon,1
"không hiểu sao , không ngon như bên nga hay bên singapore",2
medium big mac 89.0 đồng medium big mac đặt mua burger lớn mac một mặt_hàng . mang nó khi bạn ngồi . hương_vị giống như big mac .,1
quán quá tê tham tiền mất_dạy,0
"xuống_tay , tôi sẽ chọn mcdonald mcdonald tại việt_nam bất_cứ ngày nào về những gì chúng_tôi có ở singapore . con gà cay rất giòn và rất ngon , tôi đã có kế_hoạch sắp_xếp lại nó nhưng sau đó tôi đã chọn món gà không cay mà không phải là mark . rất hài_lòng với ưu_đãi của burgers và chicken mcdonald . sẽ trở_lại hy_vọng",1
"lần thứ 2 mình nhận đơn thiếu rồi nha . đặt gà mà không có gà , chỉ có khoai_tây thì ăn sao đây mcdonalds dakao",0
rất ngon,1
ngồi ăn ngắm bờ hồ,1
mình thuong mua drive through mang về nhưng toàn bị gói thiếu . tổng_cộng 3 lần . hôm_nay mua happy meal thì thiếu hambuger . gọi điện thì không bắt máy .,0
mất quá nhiều thời_gian chỉ có khoai_tây chiên khác đến sau khi tôi được phục_vụ trước tôi .,0
hơi ồn_ào vì có nhiều trẻ_em,2
vị_trí tốt nhưng dịch_vụ khá chậm,2
pho burger không ngon lắm,2
"thanh_toán chuyển_khoản xong , máy báo lỗi không ra hoá_đơn cửa_hàng không hoàn tiền mà bảo chuyển_khoản thêm lần nữa rồi nói sẽ hoàn tiền sau , và đến hnay là 1 tuần chưa hoàn tiền cho số đt nhưng gọi không bắt máy",0
"bẩn_thỉu . vị_trí tốt , một trong số_ít hơn 5 . gần hồ hoan kim .",0
phục_vụ tệ,0
"thực_đơn gạo của mcdonald , việt_nam , không ngon . gạo không đủ tốt để để gạo nó không phải vì nó là một loại gạo bay nếu bạn ăn menu gạo , nước sốt là nước_mắm tỏi vui_lòng sử_dụng nước sốt thịt nướng lý_do điểm_số thấp là đây là điên_rồ hơn đường_phố của hà_nội đến một cửa_hàng khác aa",0
khá đắt nhưng rất ngon,1
"đồ_ăn ngon , phục_vụ nhanh . mở_cửa 2424",1
thuận đường . có bãi ô_tô rộng_rãi . vị_trí đẹp,1
mcdonalds duy_nhất ở hà_nội .,2
và tôi thích nó .,1
kinh_nghiệm tuyệt_vời và bầu_không_khí .,1
mcdonalds . vị_trí,2
mcd điển_hình của bạn sửa_chữa ahaha,1
"không được phục_vụ món ăn_theo yêu_cầu rất nhiều lần , cảm_giác rất khó_chịu",0
"dịch_vụ khủng_khiếp . 15 phút cho 3 mcmuffins , một băm nâu và đồ uống",0
đắt,1
nhà_vệ_sinh bẩn quá .. cần xem_lại ok,0
"ngon , nhiều đồ khuyến_mại đặc_biệt cho trẻ e .. đôi_khi hơi bất_tiện vì đông quá",1
đông . đăt . sang chanh phong trao,2
mcdonald đẹp trong thị_trấn nơi gần như tất_cả những chiếc xe_đạp lớn tụ_tập để khởi_hành,1
